resultId,raceId,driverId,position,fastestLapTime
25631,1085,4,6,01:38.2
25632,1085,846,7,01:39.0
25633,1085,839,8,01:38.7
25634,1085,817,9,01:39.1
25635,1085,840,10,01:39.2
25636,1085,20,11,01:39.0
25637,1085,842,12,01:38.8
25638,1085,848,13,01:39.2
25639,1085,822,14,01:38.0
25640,1085,854,15,01:39.1
25641,1085,855,16,01:39.4
25642,1085,849,null,01:39.7
25643,1085,825,null,01:39.3
25644,1085,844,null,01:38.1
25645,1085,852,null,01:40.2
25606,1084,844,1,01:07.6
25607,1084,830,2,01:07.3
25608,1084,1,3,01:09.0
25609,1084,847,4,01:09.1
25610,1084,839,5,01:09.6
25611,1084,854,6,01:09.6
25612,1084,846,7,01:09.3
25613,1084,825,8,01:09.9
25614,1084,817,9,01:09.9
25615,1084,4,10,01:08.6
25616,1084,822,11,01:09.3
25617,1084,848,12,01:09.7
25618,1084,840,13,01:10.0
25619,1084,855,14,01:09.4
25620,1084,842,15,01:10.1
25621,1084,852,16,01:10.0
25622,1084,20,17,01:10.0
25623,1084,832,null,01:08.6
25624,1084,849,null,01:10.9
25625,1084,815,null,01:11.8
25586,1083,832,1,01:30.8
25587,1083,815,2,01:30.9
25588,1083,1,3,01:30.5
25589,1083,844,4,01:31.3
25590,1083,4,5,01:31.6
25591,1083,846,6,01:31.6
25592,1083,830,7,01:32.4
25593,1083,854,8,01:32.1
25594,1083,20,9,01:32.5
25595,1083,825,10,01:32.7
25596,1083,840,11,01:32.4
25597,1083,849,12,01:33.3
25598,1083,817,13,01:32.6
25599,1083,852,14,01:33.8
25600,1083,839,null,01:33.5
25601,1083,842,null,01:34.6
25602,1083,822,null,01:35.1
25603,1083,847,null,null
25604,1083,855,null,null
25605,1083,848,null,null
25566,1082,830,1,01:15.8
25567,1082,832,2,01:15.7
25568,1082,1,3,01:16.2
25569,1082,847,4,01:16.4
25570,1082,844,5,01:15.9
25571,1082,839,6,01:17.1
25572,1082,822,7,01:17.0
25573,1082,855,8,01:16.9
25574,1082,4,9,01:16.6
25575,1082,840,10,01:17.4
25576,1082,817,11,01:17.9
25577,1082,20,12,01:18.0
25578,1082,848,13,01:18.0
25579,1082,842,14,01:17.8
25580,1082,846,15,01:17.5
25581,1082,849,16,01:18.5
25582,1082,825,17,01:18.0
25583,1082,852,null,01:18.3
25584,1082,854,null,01:19.0
25585,1082,815,null,01:18.8
25546,1081,830,1,01:46.1
25547,1081,815,2,01:46.0
25548,1081,847,3,01:47.2
25549,1081,1,4,01:47.0
25550,1081,842,5,01:48.5
25551,1081,20,6,01:48.2
25552,1081,4,7,01:48.0
25553,1081,817,8,01:48.3
25554,1081,846,9,01:48.0
25555,1081,839,10,01:48.3
25556,1081,822,11,01:48.2
25557,1081,848,12,01:48.0
25558,1081,852,13,01:47.5
25559,1081,854,14,01:48.4
25560,1081,849,15,01:49.6
25561,1081,840,16,01:48.0
25562,1081,825,null,01:48.8
25563,1081,855,null,01:48.7
25564,1081,844,null,01:47.5
25565,1081,832,null,01:49.0
25526,1080,815,1,01:16.0
25527,1080,832,2,01:16.4
25528,1080,830,3,01:16.1
25529,1080,844,4,01:16.2
25530,1080,847,5,01:16.8
25531,1080,846,6,01:14.7
25532,1080,4,7,01:15.9
25533,1080,1,8,01:17.2
25534,1080,822,9,01:17.6
25535,1080,20,10,01:17.6
25536,1080,842,11,01:17.3
25537,1080,839,12,01:17.6
25538,1080,817,13,01:17.5
25539,1080,840,14,01:17.7
25540,1080,849,15,01:18.6
25541,1080,855,16,01:18.2
25542,1080,852,17,01:15.3
25543,1080,848,null,01:18.0
25544,1080,854,null,01:24.8
25545,1080,825,null,01:33.8
25506,1079,830,1,01:25.5
25507,1079,815,2,01:24.1
25508,1079,847,3,01:24.6
25509,1079,832,4,01:26.0
25510,1079,1,5,01:24.3
25511,1079,822,6,01:26.4
25512,1079,839,7,01:25.9
25513,1079,846,8,01:25.6
25514,1079,4,9,01:26.6
25515,1079,852,10,01:26.8
25516,1079,20,11,01:27.6
25517,1079,817,12,01:27.3
25518,1079,842,13,01:27.0
25519,1079,854,14,01:27.4
25520,1079,840,15,01:26.9
25521,1079,849,16,01:27.2
25522,1079,825,17,01:27.5
25523,1079,848,18,01:28.3
25524,1079,855,null,01:28.4
25525,1079,844,null,01:27.0
25486,1078,830,1,01:31.4
25487,1078,844,2,01:31.5
25488,1078,832,3,01:31.8
25489,1078,815,4,01:31.8
25490,1078,847,5,01:32.2
25491,1078,1,6,01:32.9
25492,1078,822,7,01:33.2
25493,1078,839,8,01:33.2
25494,1078,848,9,01:33.4
25495,1078,840,10,01:33.3
25496,1078,4,11,01:33.3
25497,1078,852,12,01:33.0
25498,1078,817,13,01:33.3
25499,1078,849,14,01:34.2
25500,1078,854,15,01:32.5
25501,1078,825,16,01:33.5
25502,1078,20,17,01:33.5
25503,1078,842,null,01:34.5
25504,1078,846,null,01:33.4
25505,1078,855,null,01:35.7
25466,1077,830,1,01:18.4
25467,1077,815,2,01:18.9
25468,1077,846,3,01:20.9
25469,1077,847,4,01:21.0
25470,1077,822,5,01:20.8
25471,1077,844,6,01:18.6
25472,1077,852,7,01:20.5
25473,1077,20,8,01:21.2
25474,1077,825,9,01:21.2
25475,1077,840,10,01:21.8
25476,1077,848,11,01:21.8
25477,1077,842,12,01:21.7
25478,1077,1,13,01:21.4
25479,1077,839,14,01:21.9
25480,1077,855,15,01:21.3
25481,1077,849,16,01:21.3
25482,1077,854,17,01:19.0
25483,1077,817,18,01:21.6
25484,1077,4,null,01:39.7
25485,1077,832,null,null
25446,1076,844,1,01:20.3
25447,1076,815,2,01:21.1
25448,1076,847,3,01:21.5
25449,1076,1,4,01:21.9
25450,1076,846,5,01:22.2
25451,1076,817,6,01:22.5
25452,1076,839,7,01:22.5
25453,1076,822,8,01:21.7
25454,1076,842,9,01:22.7
25455,1076,848,10,01:22.6
25456,1076,855,11,01:22.5
25457,1076,840,12,01:23.6
25458,1076,854,13,01:23.0
25459,1076,825,14,01:23.1
25460,1076,852,15,01:23.3
25461,1076,849,16,01:23.9
25462,1076,4,17,01:20.8
25463,1076,830,null,01:21.7
25464,1076,20,null,01:25.2
25465,1076,832,null,null
25426,1075,830,1,01:31.8
25427,1075,844,2,01:31.6
25428,1075,832,3,01:31.9
25429,1075,815,4,01:32.0
25430,1075,847,5,01:32.8
25431,1075,839,6,01:33.1
25432,1075,846,7,01:32.8
25433,1075,842,8,01:33.5
25434,1075,825,9,01:32.8
25435,1075,1,10,01:33.0
25436,1075,855,11,01:33.9
25437,1075,807,12,01:33.7
25438,1075,840,13,01:34.4
25439,1075,848,14,01:34.4
25440,1075,822,null,01:34.0
25441,1075,4,null,01:33.8
25442,1075,817,null,01:34.5
25443,1075,849,null,01:37.5
25444,1075,852,null,null
25445,1075,854,null,null
25406,1074,844,1,01:34.6
25407,1074,832,2,01:35.7
25408,1074,1,3,01:36.2
25409,1074,847,4,01:36.3
25410,1074,825,5,01:36.6
25411,1074,822,6,01:36.6
25412,1074,839,7,01:37.1
25413,1074,852,8,01:37.1
25414,1074,4,9,01:36.7
25415,1074,855,10,01:36.7
25416,1074,854,11,01:37.0
25417,1074,840,12,01:37.1
25418,1074,848,13,01:37.4
25419,1074,817,14,01:37.3
25420,1074,846,15,01:37.0
25421,1074,849,16,01:38.3
25422,1074,807,17,01:38.2
25423,1074,815,18,01:36.1
25424,1074,830,19,01:35.4
25425,1074,842,null,01:37.3
25386,1073,830,1,01:26.1
25387,1073,1,2,01:26.6
25388,1073,832,3,01:27.6
25389,1073,852,4,01:27.5
25390,1073,842,5,01:27.3
25391,1073,822,6,01:26.9
25392,1073,846,7,01:26.8
25393,1073,4,8,01:27.6
25394,1073,839,9,01:28.2
25395,1073,844,10,01:28.4
25396,1073,20,11,01:28.3
25397,1073,817,12,01:28.7
25398,1073,840,13,01:28.6
25399,1073,854,14,01:29.5
25400,1073,815,15,01:26.4
25401,1073,849,null,01:29.3
25402,1073,841,null,01:29.4
25403,1073,847,null,01:30.6
25404,1073,8,null,01:29.7
25405,1073,853,null,null
25366,1072,1,1,01:30.7
25367,1072,830,2,01:31.5
25368,1072,822,3,01:31.4
25369,1072,839,4,01:31.8
25370,1072,817,5,01:32.7
25371,1072,842,6,01:32.3
25372,1072,844,7,01:31.6
25373,1072,832,8,01:31.9
25374,1072,841,9,01:32.9
25375,1072,846,10,01:31.9
25376,1072,840,11,01:32.8
25377,1072,849,12,01:32.8
25378,1072,4,13,01:31.6
25379,1072,852,14,01:32.5
25380,1072,8,15,01:32.8
25381,1072,20,null,01:34.0
25382,1072,815,null,01:34.1
25383,1072,853,null,01:37.0
25384,1072,847,null,01:36.1
25385,1072,854,null,01:36.0
25326,1071,1,1,01:12.0
25327,1071,830,2,01:12.5
25328,1071,822,3,01:12.5
25329,1071,815,4,01:11.0
25330,1071,844,5,01:12.8
25331,1071,832,6,01:12.7
25332,1071,842,7,01:13.2
25333,1071,839,8,01:14.4
25334,1071,4,9,01:13.9
25335,1071,846,10,01:13.8
25336,1071,20,11,01:13.6
25337,1071,8,12,01:12.6
25338,1071,847,13,01:14.4
25339,1071,841,14,01:14.2
25340,1071,852,15,01:14.2
25341,1071,849,16,01:14.6
25342,1071,853,17,01:15.0
25343,1071,854,18,01:13.8
25344,1071,817,null,01:14.4
25345,1071,840,null,01:15.3
25306,1070,830,1,01:19.0
25307,1070,1,2,01:19.8
25308,1070,815,3,01:19.5
25309,1070,842,4,01:20.5
25310,1070,844,5,01:20.7
25311,1070,832,6,01:20.1
25312,1070,20,7,01:20.5
25313,1070,8,8,01:20.7
25314,1070,4,9,01:20.7
25315,1070,846,10,01:20.6
25316,1070,841,11,01:21.5
25317,1070,817,12,01:21.1
25318,1070,839,13,01:21.3
25319,1070,840,14,01:20.9
25320,1070,822,15,01:17.8
25321,1070,847,16,01:22.0
25322,1070,849,17,01:21.5
25323,1070,853,18,01:21.4
25324,1070,854,null,null
25325,1070,852,null,null
25286,1069,830,1,01:39.1
25287,1069,1,2,01:38.5
25288,1069,815,3,01:39.6
25289,1069,844,4,01:39.3
25290,1069,817,5,01:40.3
25291,1069,822,6,01:40.1
25292,1069,832,7,01:40.4
25293,1069,846,8,01:40.2
25294,1069,852,9,01:41.2
25295,1069,20,10,01:40.5
25296,1069,841,11,01:41.1
25297,1069,840,12,01:41.2
25298,1069,8,13,01:41.3
25299,1069,847,14,01:41.1
25300,1069,849,15,01:41.8
25301,1069,854,16,01:41.4
25302,1069,853,17,01:42.9
25303,1069,4,null,01:40.1
25304,1069,839,null,01:42.2
25305,1069,842,null,01:42.0
25266,1067,822,1,01:30.4
25267,1067,830,2,01:32.8
25268,1067,815,3,01:32.5
25269,1067,844,4,01:32.7
25270,1067,1,5,01:32.8
25271,1067,842,6,01:32.8
25272,1067,846,7,01:32.4
25273,1067,832,8,01:31.9
25274,1067,840,9,01:32.6
25275,1067,839,10,01:34.6
25276,1067,841,11,01:32.9
25277,1067,8,12,01:32.6
25278,1067,817,13,01:33.3
25279,1067,852,14,01:32.8
25280,1067,847,15,01:33.4
25281,1067,4,16,01:33.3
25282,1067,849,17,01:33.7
25283,1067,20,18,01:32.7
25284,1067,854,19,01:34.2
25285,1067,853,20,01:35.4
25246,1066,1,1,01:37.6
25247,1066,830,2,01:38.4
25248,1066,832,3,01:39.3
25249,1066,817,4,01:39.1
25250,1066,822,5,01:38.2
25251,1066,4,6,01:38.7
25252,1066,846,7,01:37.4
25253,1066,8,8,01:40.3
25254,1066,815,9,01:39.2
25255,1066,847,10,01:40.6
25256,1066,840,11,01:40.5
25257,1066,20,12,01:39.3
25258,1066,842,13,01:38.3
25259,1066,839,14,01:40.6
25260,1066,844,15,01:39.0
25261,1066,841,16,01:39.1
25262,1066,852,17,01:40.0
25263,1066,853,18,01:41.7
25264,1066,849,19,01:40.0
25265,1066,854,null,01:40.3
25226,1065,817,1,01:24.8
25227,1065,846,2,01:25.0
25228,1065,822,3,01:24.8
25229,1065,844,4,01:25.3
25230,1065,815,5,01:25.2
25231,1065,832,6,01:25.6
25232,1065,840,7,01:25.9
25233,1065,4,8,01:25.5
25234,1065,847,9,01:25.8
25235,1065,839,10,01:25.6
25236,1065,849,11,01:26.0
25237,1065,20,12,01:25.9
25238,1065,841,13,01:25.7
25239,1065,9,14,01:25.8
25240,1065,854,15,01:26.7
25241,1065,853,null,01:27.2
25242,1065,1,null,01:25.9
25243,1065,830,null,01:25.2
25244,1065,842,null,01:29.0
25245,1065,852,null,null
25206,1064,830,1,01:13.3
25207,1064,1,2,01:11.1
25208,1064,822,3,01:12.5
25209,1064,842,4,01:14.8
25210,1064,844,5,01:14.8
25211,1064,4,6,01:14.3
25212,1064,832,7,01:15.3
25213,1064,815,8,01:13.5
25214,1064,839,9,01:14.7
25215,1064,846,10,01:14.2
25216,1064,817,11,01:14.9
25217,1064,840,12,01:15.6
25218,1064,20,13,01:14.0
25219,1064,841,14,01:15.1
25220,1064,9,15,01:15.4
25221,1064,849,16,01:15.8
25222,1064,847,17,01:15.6
25223,1064,854,18,01:15.9
25224,1064,852,null,01:15.8
25225,1064,853,null,01:16.1
25186,1063,830,1,null
25187,1063,847,2,null
25188,1063,1,3,null
25189,1063,817,4,null
25190,1063,20,5,null
25191,1063,842,6,null
25192,1063,839,7,null
25193,1063,844,8,null
25194,1063,849,9,null
25195,1063,832,10,null
25196,1063,4,11,null
25197,1063,822,12,null
25198,1063,841,13,null
25199,1063,846,14,null
25200,1063,852,15,null
25201,1063,854,16,null
25202,1063,853,17,null
25203,1063,8,18,null
25204,1063,815,19,null
25205,1063,840,20,null
25166,1062,839,1,01:21.4
25167,1062,1,2,01:18.7
25168,1062,832,3,01:21.4
25169,1062,4,4,01:20.4
25170,1062,842,5,01:18.4
25171,1062,852,6,01:22.5
25172,1062,849,7,01:22.8
25173,1062,847,8,01:22.1
25174,1062,830,9,01:20.9
25175,1062,8,10,01:21.5
25176,1062,817,11,01:22.8
25177,1062,854,12,01:22.7
25178,1062,841,13,01:22.7
25179,1062,853,null,null
25180,1062,846,null,null
25181,1062,822,null,null
25182,1062,815,null,null
25183,1062,844,null,null
25184,1062,840,null,null
25185,1062,20,null,01:21.5
25146,1061,1,1,01:29.7
25147,1061,844,2,01:30.6
25148,1061,822,3,01:30.5
25149,1061,846,4,01:31.4
25150,1061,817,5,01:31.3
25151,1061,832,6,01:31.2
25152,1061,4,7,01:31.7
25153,1061,840,8,01:32.0
25154,1061,839,9,01:32.2
25155,1061,852,10,01:30.8
25156,1061,842,11,01:30.3
25157,1061,847,12,01:32.0
25158,1061,841,13,01:32.3
25159,1061,849,14,01:32.5
25160,1061,8,15,01:31.9
25161,1061,815,16,01:28.6
25162,1061,853,17,01:32.9
25163,1061,854,18,01:32.9
25164,1061,20,null,01:33.1
25165,1061,830,null,null
25126,1060,830,1,01:06.2
25127,1060,822,2,01:08.4
25128,1060,846,3,01:08.5
25129,1060,1,4,01:08.1
25130,1060,832,5,01:07.8
25131,1060,815,6,01:08.2
25132,1060,817,7,01:08.8
25133,1060,844,8,01:08.7
25134,1060,842,9,01:08.1
25135,1060,4,10,01:08.4
25136,1060,847,11,01:08.9
25137,1060,852,12,01:08.5
25138,1060,840,13,01:08.7
25139,1060,841,14,01:09.0
25140,1060,8,15,01:08.9
25141,1060,849,16,01:08.5
25142,1060,20,17,01:08.4
25143,1060,854,18,01:09.4
25144,1060,853,19,01:09.8
25145,1060,839,null,null
25086,1059,830,1,01:36.4
25087,1059,1,2,01:37.4
25088,1059,815,3,01:36.7
25089,1059,822,4,01:37.0
25090,1059,846,5,01:37.4
25091,1059,817,6,01:38.3
25092,1059,842,7,01:38.1
25093,1059,4,8,01:37.6
25094,1059,20,9,01:37.1
25095,1059,840,10,01:37.8
25096,1059,832,11,01:38.9
25097,1059,847,12,01:38.3
25098,1059,852,13,01:39.0
25099,1059,839,14,01:38.6
25100,1059,841,15,01:38.7
25101,1059,844,16,01:37.7
25102,1059,8,17,01:38.0
25103,1059,849,18,01:38.3
25104,1059,854,19,01:38.8
25105,1059,853,20,01:39.3
25106,1058,830,1,01:08.0
25107,1058,1,2,01:07.1
25108,1058,822,3,01:08.6
25109,1058,815,4,01:07.9
25110,1058,846,5,01:08.9
25111,1058,832,6,01:08.6
25112,1058,844,7,01:08.7
25113,1058,840,8,01:09.8
25114,1058,4,9,01:09.7
25115,1058,852,10,01:09.7
25116,1058,8,11,01:09.1
25117,1058,20,12,01:09.8
25118,1058,817,13,01:09.3
25119,1058,839,14,01:09.6
25120,1058,841,15,01:09.7
25121,1058,854,16,01:10.0
25122,1058,849,17,01:10.1
25123,1058,853,18,01:11.0
25124,1058,847,null,01:10.5
25125,1058,842,null,null
25066,1057,815,1,01:44.7
25067,1057,20,2,01:44.9
25068,1057,842,3,01:45.2
25069,1057,844,4,01:45.4
25070,1057,846,5,01:45.3
25071,1057,4,6,01:45.6
25072,1057,852,7,01:44.9
25073,1057,832,8,01:45.7
25074,1057,817,9,01:45.7
25075,1057,8,10,01:45.6
25076,1057,841,11,01:45.6
25077,1057,822,12,01:45.7
25078,1057,854,13,01:47.6
25079,1057,853,14,01:47.7
25080,1057,1,15,01:44.8
25081,1057,849,16,01:46.6
25082,1057,847,null,01:46.0
25083,1057,830,null,01:44.5
25084,1057,840,null,01:46.2
25085,1057,839,null,01:50.9
25047,1056,832,2,01:14.6
25046,1056,830,1,01:14.6
25048,1056,846,3,01:14.7
25049,1056,815,4,01:14.6
25050,1056,20,5,01:15.3
25051,1056,842,6,01:15.4
25052,1056,1,7,01:12.9
25053,1056,840,8,01:14.7
25054,1056,839,9,01:15.3
25055,1056,841,10,01:15.3
25056,1056,8,11,01:15.0
25057,1056,817,12,01:14.6
25058,1056,4,13,01:15.0
25059,1056,847,14,01:15.5
25060,1056,849,15,01:15.6
25061,1056,852,16,01:14.0
25062,1056,853,17,01:16.9
25063,1056,854,18,01:16.4
25064,1056,822,null,01:15.7
25065,1056,844,null,null
25026,1055,1,1,01:20.7
25027,1055,830,2,01:18.1
25028,1055,822,3,01:19.4
25029,1055,844,4,01:20.5
25030,1055,815,5,01:19.5
25031,1055,817,6,01:21.9
25032,1055,832,7,01:21.6
25033,1055,846,8,01:21.3
25034,1055,839,9,01:23.3
25035,1055,842,10,01:21.4
25036,1055,840,11,01:22.6
25037,1055,8,12,01:22.9
25038,1055,20,13,01:22.8
25039,1055,847,14,01:23.2
25040,1055,841,15,01:22.8
25041,1055,849,16,01:22.9
25042,1055,4,17,01:21.2
25043,1055,854,18,01:22.6
25044,1055,853,19,01:24.0
25045,1055,852,null,01:24.8
25006,1054,1,1,01:20.9
25007,1054,830,2,01:20.7
25008,1054,822,3,01:19.9
25009,1054,815,4,01:20.6
25010,1054,846,5,01:21.7
25011,1054,844,6,01:21.5
25012,1054,839,7,01:21.9
25013,1054,4,8,01:21.0
25014,1054,817,9,01:22.0
25015,1054,842,10,01:22.0
25016,1054,832,11,01:22.3
25017,1054,841,12,01:22.2
25018,1054,20,13,01:22.4
25019,1054,840,14,01:22.0
25020,1054,852,15,01:22.1
25021,1054,847,16,01:22.7
25022,1054,854,17,01:22.8
25023,1054,849,18,01:23.2
25024,1054,853,19,01:23.6
25025,1054,8,null,null
24986,1053,830,1,01:17.5
24987,1053,1,2,01:16.7
24988,1053,846,3,01:18.3
24989,1053,844,4,01:18.4
24990,1053,832,5,01:18.5
24991,1053,817,6,01:19.3
24992,1053,842,7,01:19.0
24993,1053,840,8,01:18.8
24994,1053,839,9,01:19.4
24995,1053,4,10,01:19.4
24996,1053,815,11,01:19.4
24997,1053,852,12,01:18.3
24998,1053,8,13,01:18.4
24999,1053,841,14,01:19.5
25000,1053,20,15,01:19.1
25001,1053,854,16,01:19.2
25002,1053,853,17,01:20.4
25003,1053,822,null,01:28.5
25004,1053,847,null,01:26.5
25005,1053,849,null,null
24966,1052,1,1,01:34.0
24967,1052,830,2,01:33.2
24968,1052,822,3,01:32.1
24969,1052,846,4,01:34.4
24970,1052,815,5,01:34.0
24971,1052,844,6,01:35.0
24972,1052,817,7,01:34.9
24973,1052,832,8,01:34.5
24974,1052,852,9,01:34.8
24975,1052,840,10,01:34.9
24976,1052,8,11,01:35.2
24977,1052,841,12,01:35.1
24978,1052,839,13,01:35.3
24979,1052,847,14,01:35.0
24980,1052,20,15,01:35.6
24981,1052,854,16,01:36.1
24982,1052,842,17,01:34.1
24983,1052,849,18,01:36.6
24984,1052,4,null,01:36.1
24985,1052,853,null,null
25346,1051,1,1,01:25.1
25347,1051,830,2,01:23.2
25348,1051,4,3,01:26.7
25349,1051,815,4,01:25.6
25350,1051,839,5,01:27.1
25351,1051,840,6,01:27.4
25352,1051,832,7,01:26.6
25353,1051,844,8,01:26.6
25354,1051,846,9,01:25.7
25355,1051,20,10,01:26.4
25356,1051,842,11,01:27.0
25357,1051,817,12,01:27.2
25358,1051,852,13,01:27.0
25359,1051,8,14,01:26.4
25360,1051,841,15,01:27.8
25361,1051,854,16,01:28.4
25362,1051,847,17,01:25.8
25363,1051,853,18,01:27.3
25364,1051,849,null,01:28.7
25365,1051,822,null,01:27.2
24946,1047,830,1,01:41.0
24947,1047,822,2,01:41.1
24948,1047,1,3,01:41.4
24949,1047,848,4,01:41.2
24950,1047,846,5,01:42.0
24951,1047,832,6,01:41.9
24952,1047,817,7,01:40.9
24953,1047,842,8,01:42.5
24954,1047,839,9,01:42.9
24955,1047,840,10,01:41.9
24956,1047,826,11,01:42.7
24957,1047,8,12,01:42.1
24958,1047,844,13,01:41.9
24959,1047,20,14,01:41.5
24960,1047,847,15,01:43.3
24961,1047,841,16,01:41.7
24962,1047,849,17,01:42.5
24963,1047,825,18,01:42.0
24964,1047,850,19,01:41.7
24965,1047,815,null,01:43.3
24926,1046,815,1,00:56.8
24927,1046,839,2,00:57.3
24928,1046,840,3,00:57.4
24929,1046,832,4,00:57.2
24930,1046,817,5,00:57.0
24931,1046,848,6,00:57.1
24932,1046,826,7,00:57.0
24933,1046,822,8,00:56.6
24934,1046,847,9,00:55.4
